Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Peer_Influence_Negative,Peer_Influence_Neutral,Peer_Influence_Positive
32,86,1,1,1,6,77,1,0,2,1,0,1,4,0,0,0,0,71,True,False,False
14,87,1,1,0,6,76,1,1,1,0,1,1,4,0,1,2,1,66,False,False,True
20,60,1,1,1,4,80,0,1,2,2,1,1,3,1,1,1,0,63,False,False,True
28,99,0,1,1,8,100,0,1,0,1,1,0,2,0,0,2,0,72,False,False,True
20,95,1,1,1,8,99,0,0,1,0,1,1,3,0,1,0,1,70,False,True,False
23,96,1,0,0,9,99,1,1,0,2,1,1,2,0,1,0,1,71,False,True,False
14,86,0,0,1,6,77,1,1,3,2,1,1,3,0,0,2,0,65,False,True,False
23,74,1,0,1,8,66,0,1,0,2,1,0,4,0,2,0,1,65,True,False,False
19,96,0,1,0,6,78,2,1,1,0,0,0,2,0,0,2,0,67,False,False,True
26,72,2,1,0,9,81,2,1,0,1,2,0,3,0,0,0,0,68,False,True,False
27,83,1,1,1,8,66,1,1,3,1,1,0,4,0,1,2,1,70,False,False,True
36,64,1,1,1,5,82,1,1,2,1,2,1,2,0,0,0,1,70,False,False,True
23,97,0,2,1,7,81,0,1,2,1,2,0,3,0,0,0,0,72,False,True,False
22,66,1,2,0,4,95,1,1,1,0,0,0,5,0,1,1,0,65,False,True,False
21,69,1,1,1,5,62,2,1,2,0,1,0,3,0,0,0,0,65,False,False,True
18,82,2,1,1,5,85,2,1,3,1,2,1,4,0,2,0,0,71,False,True,False
22,91,2,2,1,6,73,0,1,3,2,1,0,4,0,2,0,0,74,False,False,True
18,85,0,1,0,7,56,0,1,0,0,1,1,4,0,0,1,0,64,False,False,True
21,69,1,1,0,7,66,2,1,1,1,1,1,4,0,0,2,1,64,False,True,False
28,60,1,2,1,7,53,0,1,3,0,1,1,3,0,0,0,1,65,False,True,False
14,90,0,1,1,7,66,1,1,1,1,1,0,5,0,1,0,0,67,False,True,False
27,99,2,1,0,7,53,0,1,2,0,2,0,3,0,1,0,0,73,False,True,False
28,92,0,2,0,5,96,2,1,1,1,0,0,3,0,1,1,0,72,False,True,False
19,78,1,1,0,7,55,0,1,0,1,1,0,3,0,1,0,0,65,False,False,True
7,96,1,2,0,9,91,1,1,0,0,1,0,4,0,1,0,0,67,False,True,False
16,76,1,1,1,7,95,0,1,2,1,1,0,3,0,0,-1,1,66,True,False,False
28,81,2,1,1,8,73,0,1,0,1,2,0,3,0,2,0,0,70,True,False,False
20,79,2,1,0,8,53,1,1,2,1,1,1,3,0,0,1,1,66,False,True,False
14,78,2,2,1,8,80,0,1,1,1,1,0,1,0,0,0,1,66,False,True,False
17,91,1,0,1,7,62,0,1,3,2,1,0,3,0,2,0,0,68,True,False,False
25,81,0,1,1,8,59,0,1,3,0,1,0,4,0,1,0,0,68,False,False,True
23,73,2,2,0,8,78,0,1,0,2,1,0,4,0,0,1,1,67,False,True,False
19,70,2,1,1,8,68,2,0,1,0,1,0,3,0,1,0,1,65,False,False,True
18,62,1,0,1,8,87,1,1,4,0,1,0,4,0,1,0,1,64,False,False,True
18,83,2,1,0,5,80,2,1,1,2,2,0,2,0,1,0,0,70,False,False,True
14,69,0,1,0,5,91,1,1,0,2,1,0,3,0,1,1,0,63,False,False,True
30,66,1,2,0,6,53,0,0,2,0,1,0,2,0,0,0,0,65,False,False,True
18,86,0,1,1,9,62,1,1,4,1,1,0,2,1,2,0,1,67,True,False,False
27,87,1,1,1,7,78,0,1,3,0,1,1,5,0,0,0,1,71,True,False,False
29,90,2,1,1,7,94,1,1,1,0,0,1,4,0,0,0,1,73,False,True,False
26,80,1,1,0,4,91,0,1,1,0,1,1,3,0,0,2,0,67,False,True,False
17,96,2,1,1,7,84,1,1,2,0,2,1,3,0,1,0,1,72,False,False,True
22,97,1,1,0,7,79,2,1,2,1,2,0,0,0,0,2,0,71,False,False,True
20,92,1,2,1,4,82,2,1,0,1,1,0,4,0,2,0,0,72,False,True,False
15,85,2,2,1,7,61,1,1,1,1,2,0,3,0,0,0,0,68,True,False,False
22,72,0,0,1,5,80,1,1,2,0,2,0,3,0,1,0,1,65,False,True,False
13,99,2,1,0,6,75,0,1,1,1,1,0,4,1,1,2,1,68,False,False,True
27,71,1,0,0,8,69,1,1,1,2,1,0,4,0,1,0,0,67,False,False,True
17,68,1,1,0,7,94,2,1,1,2,1,1,4,0,1,1,1,66,False,True,False
21,78,1,0,1,6,91,1,1,0,1,0,1,1,1,0,0,0,64,False,True,False
22,62,2,1,0,6,54,1,1,3,0,1,1,3,0,2,0,0,65,False,True,False
18,99,1,1,0,6,99,1,1,0,0,1,0,3,0,0,1,0,69,False,True,False
24,84,1,1,1,7,61,1,1,2,1,1,0,2,0,0,2,0,68,False,False,True
17,82,2,2,0,5,61,1,1,3,1,1,0,4,0,2,0,0,69,False,True,False
25,86,1,1,1,9,97,0,1,1,2,1,1,3,0,0,1,0,70,False,True,False
12,80,2,1,0,5,72,1,1,1,2,1,1,4,1,0,0,1,65,False,False,True
21,61,1,1,0,4,90,0,1,2,1,0,0,3,0,0,0,0,63,False,True,False
32,84,0,1,1,8,64,1,1,1,0,2,1,3,0,1,0,1,71,False,False,True
14,89,1,2,1,6,94,0,1,0,0,1,1,2,0,2,0,0,68,False,True,False
16,77,1,1,1,7,92,2,1,5,0,2,0,3,0,2,0,1,70,False,False,True
23,90,1,2,1,8,76,2,1,2,1,0,0,3,0,0,0,1,72,False,False,True
21,69,1,1,1,6,85,1,1,3,0,0,0,1,0,1,2,1,64,False,True,False
22,69,0,1,0,7,98,0,1,0,0,1,0,2,0,2,1,0,64,False,False,True
23,66,1,0,1,8,73,2,1,2,2,1,0,2,0,1,0,1,66,False,False,True
24,75,1,2,1,9,75,2,1,0,1,2,0,3,0,1,2,0,69,False,False,True
27,94,1,0,0,6,86,1,1,2,1,1,1,2,0,0,0,1,71,False,True,False
22,93,1,2,1,6,69,2,1,0,2,0,0,3,1,0,0,0,69,True,False,False
19,75,2,1,0,8,98,0,1,1,0,1,0,3,0,2,1,0,67,False,True,False
24,84,0,1,1,7,52,1,1,0,0,2,0,3,0,0,0,0,66,False,True,False
31,89,1,1,0,7,70,1,1,2,0,2,0,2,0,0,1,1,71,False,False,True
19,70,1,0,1,9,86,0,1,2,2,1,0,2,1,0,0,0,63,False,True,False
14,67,1,0,0,4,71,1,1,0,2,1,0,4,0,1,0,1,62,False,True,False
27,99,1,2,0,5,63,1,1,0,1,2,0,4,0,0,0,1,73,False,True,False
19,85,2,1,0,4,71,0,1,1,1,2,0,3,0,0,2,1,66,True,False,False
7,99,2,1,1,9,94,1,1,3,2,2,0,2,0,2,1,0,72,False,False,True
25,74,2,0,1,8,77,0,1,1,0,1,0,2,0,2,1,1,67,False,True,False
17,88,0,0,0,5,67,1,0,0,1,2,0,3,0,2,0,0,65,False,True,False
19,69,1,1,1,7,84,1,1,2,1,1,0,4,0,0,0,0,66,False,True,False
22,70,2,1,1,7,81,0,1,3,1,1,0,2,0,2,1,1,68,False,True,False
21,80,1,2,1,4,78,1,1,1,1,2,1,4,0,0,0,1,69,False,True,False
24,73,2,1,1,7,70,1,1,0,2,1,0,3,0,2,0,1,68,True,False,False
17,67,1,2,1,5,54,1,1,0,0,1,0,2,0,0,1,0,61,True,False,False
23,71,2,0,1,8,81,1,1,3,1,2,1,2,0,0,0,0,68,False,False,True
18,61,2,0,1,5,71,0,1,3,2,2,1,3,0,1,0,0,64,False,True,False
24,88,1,0,1,7,71,0,0,1,0,2,0,3,0,1,1,0,67,False,True,False
24,80,0,2,1,9,62,2,1,3,2,0,0,3,0,0,1,0,68,False,True,False
14,64,1,2,0,8,62,0,1,1,1,2,0,4,1,0,1,0,61,False,False,True
27,67,2,0,0,8,89,0,1,1,0,0,0,3,0,2,0,1,66,False,False,True
17,64,2,0,1,7,74,0,1,2,1,0,0,2,0,2,0,1,64,False,False,True
25,85,0,1,0,5,55,0,1,3,2,1,0,3,0,0,1,1,67,True,False,False
22,64,1,2,0,6,52,0,1,2,2,1,1,4,0,1,1,1,64,True,False,False
31,90,2,2,0,7,61,0,1,0,0,1,0,3,0,0,0,0,72,False,False,True
19,61,1,1,0,7,74,0,1,2,2,1,0,3,0,2,2,0,62,True,False,False
18,70,2,1,1,5,81,0,1,2,0,1,1,2,0,0,2,1,63,True,False,False
20,96,2,2,0,8,57,0,1,1,0,1,1,4,0,0,0,0,70,False,True,False
18,89,2,1,0,5,72,0,1,3,1,1,0,3,0,1,1,0,69,False,False,True
25,63,0,1,1,9,54,1,1,3,1,0,0,2,0,0,0,0,64,False,False,True
10,93,0,1,0,7,52,1,1,2,1,1,0,3,0,2,0,0,66,False,False,True
14,80,0,1,1,8,93,1,1,3,0,2,1,4,0,0,0,1,67,False,False,True
14,94,2,2,1,8,83,1,1,4,1,0,0,5,1,2,0,1,71,True,False,False
26,84,1,2,1,10,89,1,1,0,0,2,1,1,0,0,2,1,70,False,False,True
30,87,0,1,0,7,59,1,1,2,1,1,0,3,0,0,1,0,69,False,True,False
19,100,1,0,0,6,66,2,1,0,0,1,0,3,0,-1,1,0,68,False,True,False
19,69,1,2,1,6,72,1,0,1,0,1,0,1,0,1,0,1,64,False,True,False
20,85,2,1,1,9,83,0,1,3,1,1,0,3,1,1,0,0,70,False,False,True
27,78,2,0,1,5,77,1,1,0,1,0,1,3,0,2,0,0,69,False,True,False
14,62,1,1,1,6,78,1,1,0,2,-1,0,2,0,1,0,1,63,False,False,True
21,61,0,1,0,7,58,1,1,1,1,0,0,3,0,0,0,1,60,True,False,False
26,65,2,0,0,7,74,1,1,2,0,1,0,4,0,0,0,1,65,True,False,False
23,86,1,1,0,8,91,1,1,0,0,1,0,0,0,0,0,0,67,True,False,False
21,83,1,0,0,5,75,0,1,1,1,1,0,4,0,1,0,0,66,True,False,False
26,82,0,2,0,7,60,1,0,3,0,1,0,3,0,2,0,1,68,False,True,False
4,61,0,2,1,7,71,2,1,0,0,0,0,1,0,2,0,0,58,False,False,True
24,79,0,2,1,5,88,1,1,0,1,1,0,3,0,0,1,1,67,False,True,False
16,97,1,1,1,8,57,0,1,0,1,1,0,4,1,-1,0,0,68,False,False,True
9,76,1,1,1,7,79,1,1,1,0,1,0,3,0,0,0,1,62,False,True,False
23,85,0,2,0,7,98,2,0,2,0,1,0,3,0,2,1,1,69,True,False,False
28,91,1,2,1,6,69,2,1,1,1,2,1,4,0,0,2,0,73,False,True,False
19,91,2,0,0,6,52,1,1,2,0,1,0,4,1,0,1,0,66,True,False,False
26,81,0,1,1,5,82,1,1,0,1,1,0,5,1,2,0,1,67,True,False,False
30,94,1,1,0,8,52,1,1,1,1,0,0,4,0,0,0,1,71,False,True,False
28,76,1,1,1,9,60,1,1,1,0,1,0,2,0,0,2,0,66,False,True,False
30,96,2,1,1,10,52,1,1,0,2,2,0,4,0,1,1,1,74,False,False,True
24,70,1,2,0,8,59,0,1,2,0,2,0,5,0,0,0,0,67,False,False,True
20,71,2,1,0,6,93,2,1,2,1,2,0,2,0,2,0,0,68,True,False,False
10,62,1,1,0,6,87,2,1,2,0,2,0,3,0,0,0,0,61,False,True,False
19,92,1,2,0,8,67,1,1,2,1,1,1,2,0,0,-1,1,69,True,False,False
15,77,0,1,1,7,95,0,1,4,0,1,0,4,0,0,1,0,65,False,False,True
33,69,1,2,1,7,83,1,1,2,1,0,0,2,0,2,0,0,71,False,True,False
19,69,1,0,0,7,72,1,1,1,0,0,0,2,0,0,2,1,61,False,False,True
21,96,1,2,1,9,53,1,1,0,0,2,0,3,0,1,0,0,70,False,True,False
23,93,1,0,0,6,87,1,1,2,1,1,1,3,0,0,1,0,70,False,True,False
20,82,1,2,1,9,69,0,1,1,1,1,0,3,0,1,0,0,69,False,False,True
30,85,2,0,1,7,65,2,1,2,0,1,0,3,0,0,0,1,70,True,False,False
16,79,2,1,1,6,64,1,1,4,0,0,0,4,1,1,0,0,67,False,False,True
21,76,0,1,0,6,50,0,1,2,0,1,0,4,0,2,1,1,63,True,False,False
16,97,1,1,0,7,87,1,1,1,2,1,0,3,0,0,0,1,70,False,True,False
12,65,1,1,0,8,57,1,1,1,2,2,1,5,1,0,0,1,61,False,False,True
16,77,0,2,1,6,76,0,1,1,0,1,0,1,0,2,1,1,64,False,True,False
20,74,1,1,1,8,51,2,1,2,1,1,0,3,0,1,0,0,65,True,False,False
17,80,1,1,0,6,81,1,1,1,1,2,0,1,0,1,2,0,65,False,True,False
16,78,1,0,1,7,68,2,1,3,0,2,1,3,0,2,2,1,66,False,False,True
12,81,2,2,1,5,82,0,1,1,1,2,0,3,0,0,2,1,66,False,False,True
20,66,0,1,1,8,54,1,1,2,1,0,0,2,0,2,0,0,63,False,False,True
11,81,0,2,1,7,63,1,1,3,1,1,0,2,0,2,0,0,66,False,True,False
25,70,1,1,1,9,56,2,1,0,0,1,0,1,0,0,2,0,64,False,False,True
20,67,2,0,0,8,82,1,1,3,0,2,0,4,1,0,0,0,65,False,True,False
11,63,2,1,0,7,55,0,1,3,2,1,1,1,0,2,0,0,62,False,False,True
18,91,0,2,1,9,81,2,1,4,2,1,0,5,0,0,1,0,71,False,True,False
15,77,1,1,1,8,57,0,1,1,0,1,0,2,0,1,0,0,63,False,True,False
22,85,1,2,0,9,97,2,1,0,1,2,0,3,0,1,1,0,70,True,False,False
28,89,1,0,1,6,71,0,1,2,0,1,1,4,0,1,1,0,70,False,True,False
9,87,1,1,0,8,56,1,1,1,1,2,0,3,0,1,1,1,65,False,False,True
21,79,2,2,1,8,52,1,1,1,0,-1,0,3,1,0,0,1,66,False,True,False
19,76,1,0,1,5,66,1,1,2,1,1,1,4,0,1,0,1,66,False,False,True
24,75,1,0,0,9,95,2,1,0,1,2,0,2,0,1,0,0,68,False,False,True
21,86,2,2,0,5,57,1,1,1,0,1,1,3,0,0,0,0,68,True,False,False
15,80,2,1,1,5,90,1,1,4,1,2,1,3,0,0,0,1,69,False,True,False
18,94,1,1,1,4,71,1,1,3,2,0,0,3,0,1,0,1,71,False,False,True
15,95,1,1,1,8,90,0,1,2,0,-1,1,1,0,2,0,0,69,True,False,False
26,67,1,2,1,5,94,1,1,0,1,1,0,2,0,1,0,0,68,False,False,True
20,65,1,2,1,6,100,1,1,2,0,2,0,5,0,0,1,0,67,False,True,False
31,85,2,1,0,8,53,1,1,2,0,2,0,3,0,0,0,0,72,False,False,True
20,72,2,1,1,7,90,2,1,2,1,1,0,3,0,0,0,0,68,False,True,False
16,61,2,1,1,6,53,0,1,0,2,1,0,4,1,0,1,1,60,False,False,True
11,96,1,2,0,5,66,2,1,2,0,1,0,4,0,0,1,0,68,False,True,False
9,69,2,1,1,7,82,2,1,1,2,2,0,2,0,0,0,1,65,False,False,True
10,97,0,2,0,8,72,2,1,0,0,1,0,3,0,2,1,1,67,False,True,False
22,89,0,1,0,8,78,0,1,4,2,1,1,3,0,0,0,1,70,False,False,True
23,91,1,0,1,10,98,2,1,0,0,2,1,3,0,0,0,1,70,True,False,False
11,68,1,1,0,6,91,0,1,3,0,2,0,2,0,1,2,1,61,True,False,False
25,69,2,0,1,5,68,1,1,2,2,2,0,4,0,1,2,0,68,False,False,True
17,81,1,2,0,7,80,2,1,1,0,1,0,3,0,2,0,1,67,True,False,False
21,67,1,2,0,7,52,1,1,3,0,1,0,3,1,0,1,1,62,True,False,False
30,72,1,0,0,7,73,1,1,0,2,1,0,4,0,0,1,0,66,False,True,False
25,73,2,1,1,6,80,1,1,3,2,1,0,2,0,0,2,1,69,False,False,True
18,66,1,2,1,4,86,1,1,2,1,1,0,4,0,1,0,1,66,True,False,False
15,68,1,1,1,5,95,1,1,0,2,1,0,5,0,1,0,1,64,True,False,False
7,92,2,1,0,8,64,2,1,1,0,0,0,4,0,2,0,0,66,False,True,False
16,67,1,1,0,7,95,0,1,2,1,1,0,5,1,0,0,0,63,False,True,False
19,61,0,2,1,8,83,0,1,1,1,1,1,3,0,0,0,0,62,True,False,False
14,85,1,1,1,8,54,0,1,1,2,1,1,4,0,2,1,0,65,True,False,False
19,99,0,2,0,8,69,0,1,0,2,1,1,2,0,0,1,0,68,True,False,False
20,73,2,2,1,8,74,0,1,1,0,0,1,4,0,0,1,0,65,True,False,False
19,65,1,2,1,7,68,0,1,1,0,0,0,4,0,1,0,1,63,False,True,False
16,83,2,2,1,7,56,1,1,3,1,1,0,2,0,0,0,0,68,True,False,False
21,96,1,2,1,4,78,0,1,2,2,1,1,2,0,0,0,0,72,False,False,True
23,91,2,0,0,6,57,1,1,2,0,1,1,3,0,0,0,0,69,False,False,True
13,85,0,1,0,6,96,0,1,1,0,2,0,5,0,2,2,0,66,False,False,True
28,73,0,0,1,7,93,2,1,2,0,2,1,3,0,1,0,0,68,False,True,False
19,82,0,0,0,6,74,1,1,1,1,2,0,2,0,0,1,0,64,False,True,False
20,64,1,0,1,8,53,0,1,1,0,1,0,2,0,0,0,0,61,False,False,True
24,87,0,1,0,6,78,2,1,0,0,0,0,2,1,2,0,0,67,False,True,False
21,89,1,0,1,9,80,1,1,0,1,0,0,3,0,2,1,0,68,False,True,False
26,99,1,1,0,6,94,2,1,2,1,1,0,3,0,0,0,0,74,False,False,True
22,70,1,2,1,6,53,1,1,3,1,2,0,2,0,0,0,1,67,False,False,True
16,61,1,2,1,6,85,1,1,2,1,1,1,3,0,0,0,0,64,False,False,True
22,82,0,2,0,6,78,1,1,3,1,2,0,3,0,0,1,0,69,False,True,False
13,88,2,1,1,9,59,1,1,0,0,1,1,3,1,0,2,1,63,True,False,False
21,92,1,1,0,7,56,1,1,0,0,1,1,4,0,0,1,1,67,False,True,False
20,68,2,1,1,7,85,1,1,1,1,1,0,3,0,1,2,0,65,False,True,False
19,70,1,1,1,6,67,1,1,5,1,0,0,4,0,2,1,1,67,False,False,True
19,81,2,1,0,7,100,1,1,1,0,1,1,5,0,2,1,1,68,True,False,False
9,73,1,0,1,7,95,1,0,3,0,1,1,3,0,2,0,0,62,True,False,False
17,94,2,1,1,7,78,1,1,1,0,2,0,3,0,1,0,1,70,False,True,False
21,79,0,2,1,7,82,1,1,1,2,1,0,3,0,0,0,1,67,True,False,False
21,92,2,2,1,9,58,1,1,2,2,1,0,5,0,0,1,1,89,False,True,False
14,83,2,1,1,7,95,0,1,1,0,1,1,2,1,0,0,1,65,False,True,False
28,91,0,1,1,5,73,1,0,2,1,1,0,2,0,0,0,1,69,False,True,False
15,73,1,1,0,7,76,2,1,2,0,1,0,4,0,0,2,1,64,False,False,True
26,93,2,0,0,6,94,1,1,6,2,1,1,4,0,0,0,1,74,True,False,False
23,71,1,2,0,8,50,1,1,0,2,1,0,2,0,0,2,1,64,False,False,True
16,82,0,2,0,7,75,1,1,0,0,1,0,2,0,2,1,1,64,True,False,False
31,69,1,0,1,9,81,1,1,2,1,1,1,2,0,1,0,0,67,True,False,False
13,79,0,0,1,6,58,2,1,2,1,1,0,4,0,1,1,0,63,False,False,True
26,73,2,1,1,7,53,0,1,3,1,2,1,5,0,0,1,1,68,False,True,False
26,71,0,1,1,5,77,0,1,0,1,1,0,5,0,2,0,0,66,False,True,False
16,99,0,2,1,7,77,2,1,0,0,1,0,3,1,0,1,1,68,False,True,False
28,66,1,2,0,5,67,1,1,1,2,1,1,1,0,2,1,1,68,False,False,True
18,91,1,1,0,7,94,1,1,3,0,1,1,2,0,0,0,1,69,False,True,False
22,99,2,0,0,7,65,1,1,3,0,0,0,3,0,2,0,1,71,False,True,False
22,61,0,2,1,7,76,1,1,1,2,1,0,3,0,1,0,1,65,False,False,True
19,88,0,1,1,8,59,1,1,2,1,1,1,4,0,0,0,0,67,False,True,False
25,70,1,1,0,7,51,1,1,1,2,1,0,4,0,1,0,1,65,True,False,False
25,62,2,1,0,5,71,1,1,0,0,2,1,4,0,0,1,0,65,False,False,True
10,76,1,0,0,6,76,1,1,1,2,2,0,2,0,2,0,0,80,True,False,False
28,97,1,1,1,7,88,2,1,2,1,1,0,2,0,0,1,0,74,False,True,False
10,60,1,1,0,7,72,0,0,3,1,0,0,3,0,0,0,0,59,False,False,True
26,84,1,1,0,7,64,0,1,2,2,2,0,3,0,0,0,0,69,False,True,False
27,80,1,0,1,9,80,1,1,0,2,1,0,2,1,0,1,0,66,False,True,False
13,95,1,1,1,7,69,1,1,1,0,0,0,2,1,2,1,1,66,False,False,True
18,63,2,2,0,8,62,1,1,2,2,1,0,4,0,0,0,1,65,False,False,True
13,87,2,1,1,4,96,0,1,3,0,0,0,3,1,1,0,0,67,False,True,False
19,87,2,2,0,8,77,0,1,3,0,1,1,4,0,0,1,0,69,False,True,False
18,87,1,0,1,10,60,2,1,2,1,1,0,3,0,0,0,1,68,False,False,True
25,98,1,1,1,9,84,1,1,1,1,2,1,2,0,2,0,1,73,False,True,False
28,93,0,2,1,6,90,1,1,1,0,1,0,2,1,0,0,1,71,False,False,True
28,62,2,1,1,10,88,1,1,0,0,2,0,2,1,2,1,0,67,False,False,True
17,79,1,1,1,7,80,0,1,1,2,2,0,3,0,1,0,1,67,False,False,True
19,76,2,0,0,7,76,1,1,0,2,2,0,2,0,2,0,0,66,False,True,False
10,72,1,0,0,7,89,1,1,3,1,1,0,4,0,1,0,1,63,True,False,False
15,78,2,2,0,7,85,1,0,1,2,1,0,1,0,0,2,0,65,True,False,False
26,75,1,0,1,4,79,1,1,2,2,1,0,1,0,1,0,0,67,True,False,False
30,77,1,0,1,8,83,1,1,1,0,0,0,3,0,1,0,0,69,False,False,True
13,99,1,1,1,7,58,1,1,1,0,1,0,2,0,0,0,0,67,False,True,False
16,64,2,1,1,7,51,2,1,4,2,2,0,3,0,1,0,0,66,False,True,False
20,97,2,2,1,7,97,0,1,2,1,2,1,4,0,0,1,1,74,False,True,False
22,79,2,1,0,6,97,1,0,2,2,-1,0,2,0,1,1,1,69,False,False,True
15,85,0,1,1,7,89,2,1,0,1,1,0,4,0,1,1,1,66,True,False,False
23,93,2,0,1,9,69,0,1,0,1,1,1,3,1,2,1,0,69,False,False,True
17,74,1,1,1,8,58,0,1,1,2,1,0,2,0,1,2,0,63,False,True,False
20,77,1,0,1,7,68,1,0,0,1,2,1,3,0,1,0,1,65,False,False,True
23,76,0,1,0,7,86,0,0,1,0,1,1,4,0,1,2,0,64,False,False,True
20,75,0,1,0,7,67,2,1,0,1,1,1,4,0,0,0,0,64,False,True,False
17,97,0,2,1,6,90,0,1,2,1,0,0,2,0,0,1,0,69,True,False,False
19,93,2,2,0,7,84,1,1,5,0,2,0,3,0,0,0,1,73,True,False,False
19,64,1,1,1,8,81,2,1,1,1,1,0,3,1,0,1,0,62,True,False,False
18,64,0,0,1,7,97,0,1,2,1,0,1,4,0,1,0,0,62,False,True,False
18,77,1,1,1,6,95,2,1,0,1,2,1,2,0,2,1,1,68,False,False,True
30,64,1,1,0,7,86,0,1,1,1,1,1,3,0,2,2,1,66,False,False,True
23,85,0,2,1,8,60,2,1,2,1,1,0,1,1,1,1,1,68,False,False,True
18,66,0,2,1,5,97,1,1,4,1,1,0,4,0,0,1,0,66,False,True,False
24,81,0,1,1,6,61,0,1,3,1,1,0,3,0,2,0,0,69,False,False,True
18,60,1,1,1,5,69,1,1,0,1,1,0,2,0,2,0,1,62,False,True,False
27,73,0,1,0,7,91,1,1,2,2,1,0,4,0,1,2,1,68,False,True,False
22,87,1,1,0,8,60,0,1,2,1,2,0,2,0,1,1,0,67,True,False,False
19,79,0,1,0,9,82,1,1,1,0,1,1,4,0,0,0,0,65,False,True,False
23,99,0,1,0,9,73,1,1,0,0,1,0,4,0,1,0,0,69,True,False,False
11,95,1,1,0,6,81,2,1,2,0,0,0,3,0,0,0,0,67,False,False,True
13,74,0,0,1,7,98,2,1,0,1,1,0,3,0,2,0,1,64,False,False,True
13,62,0,1,1,6,90,1,0,3,2,2,1,3,1,2,0,1,62,False,True,False
21,94,1,1,1,9,65,0,1,5,2,2,1,3,1,0,0,0,71,False,True,False
30,96,1,2,1,9,53,1,0,0,1,1,1,3,0,0,0,0,72,False,True,False
33,93,2,2,1,7,98,0,1,0,1,1,0,2,1,0,0,1,74,True,False,False
24,65,0,2,0,6,79,0,1,1,1,2,0,2,0,2,0,0,66,False,True,False
23,100,2,0,1,4,59,1,1,2,1,1,0,4,0,0,0,1,72,False,False,True
9,70,2,1,0,5,81,1,1,1,2,2,1,4,0,2,0,1,65,False,True,False
17,89,2,1,1,4,52,2,1,0,0,1,0,3,0,1,2,1,67,False,False,True
15,96,1,2,1,5,59,2,1,2,1,2,1,2,0,0,0,0,70,False,True,False
16,69,2,1,1,10,82,1,1,0,0,2,0,1,1,0,1,0,62,True,False,False
19,96,0,0,1,5,70,2,1,0,0,1,0,2,0,0,2,0,66,False,False,True
17,72,0,1,1,5,66,1,1,2,2,2,0,3,0,1,0,0,65,True,False,False
8,99,0,2,1,6,83,2,1,2,1,2,0,4,1,2,0,0,70,False,False,True
24,71,2,2,1,10,93,0,1,2,1,1,1,2,1,1,0,1,69,False,False,True
14,98,1,1,1,7,84,0,1,3,2,1,0,3,0,0,0,1,70,False,True,False
21,62,2,2,0,8,73,1,1,2,2,1,1,2,0,1,0,1,66,True,False,False
32,88,1,0,1,7,83,0,1,1,0,2,1,4,0,2,0,0,73,False,False,True
14,81,2,1,0,4,85,0,1,3,1,2,0,4,0,2,1,1,69,False,False,True
5,79,2,2,1,9,89,0,1,3,1,1,1,3,0,1,0,1,66,False,True,False
18,69,2,1,1,8,65,1,1,4,1,1,0,4,0,0,2,0,65,False,True,False
27,88,1,0,0,7,56,2,1,2,0,1,0,4,0,2,0,1,70,False,True,False
32,68,2,2,0,10,84,1,1,0,1,2,1,2,0,2,2,0,70,False,False,True
13,82,2,1,0,6,56,2,1,2,0,2,0,4,0,2,0,0,67,False,True,False
23,70,1,2,1,7,73,2,1,1,0,1,1,3,0,2,0,0,68,False,False,True
17,98,1,0,1,6,62,0,1,1,1,1,1,2,0,1,0,1,68,False,True,False
19,61,2,1,0,9,67,1,1,0,0,1,0,2,0,1,2,1,61,True,False,False
36,68,1,1,1,8,74,2,1,2,1,1,0,3,0,0,0,0,70,True,False,False
11,70,2,2,0,7,95,2,1,0,0,2,0,5,0,1,1,0,65,True,False,False
22,77,0,1,1,5,84,1,0,3,2,1,0,2,0,0,1,0,66,False,False,True
23,69,1,1,1,6,59,1,1,3,2,1,0,3,0,2,1,0,67,False,True,False
27,80,0,0,1,5,94,2,1,3,2,1,0,3,0,0,0,0,69,True,False,False
21,95,1,2,0,9,75,1,1,1,0,1,0,2,0,1,2,0,69,False,True,False
22,88,1,1,1,5,60,0,1,1,0,1,0,2,0,0,1,0,67,False,True,False
18,83,2,0,0,9,76,1,1,0,1,0,1,4,0,0,0,1,66,False,True,False
22,64,0,1,1,9,60,1,1,1,2,2,1,2,0,0,0,0,63,False,True,False
18,88,2,1,0,6,68,0,1,0,1,2,0,4,0,0,2,1,67,False,True,False
24,67,2,0,1,6,90,1,1,0,0,1,0,1,0,1,2,0,64,False,True,False
18,91,1,0,0,6,83,1,1,2,0,1,1,4,0,0,0,0,68,False,True,False
22,70,1,2,1,8,74,0,1,2,0,2,0,2,0,-1,1,0,65,True,False,False
20,77,1,0,0,9,61,1,1,2,1,1,0,3,0,0,0,0,65,False,True,False
27,74,1,0,1,9,64,2,0,1,0,1,0,3,0,0,0,0,65,False,True,False
20,94,0,1,1,6,99,1,1,0,1,1,0,4,0,1,0,1,70,True,False,False
9,65,1,2,1,9,67,1,1,1,2,1,0,3,0,0,0,1,62,False,True,False
